job_title,experience_level,salary_in_usd,remote_ratio,company_size,cluster,cluster_label,pca_x,pca_y
DATA ANALYTICS SPECIALIST,SE,85000,0,M,2,Cloud & Data Platform,-1.8429,-2.448
RESEARCH SCIENTIST,SE,215000,0,M,2,Cloud & Data Platform,-2.2752,-3.0709
RESEARCH SCIENTIST,SE,146300,0,M,2,Cloud & Data Platform,-2.0468,-2.7417
AI DEVELOPER,EN,214618,100,L,3,Business Intelligence,-1.7782,1.3006
DATA ENGINEER,MI,72000,100,M,1,Senior ML Engineers,1.3958,0.324
DATA ENGINEER,MI,60000,100,M,1,Senior ML Engineers,1.4358,0.3815
MACHINE LEARNING ENGINEER,SE,153400,0,M,3,Business Intelligence,-1.8937,0.3168
MACHINE LEARNING ENGINEER,SE,122700,0,M,3,Business Intelligence,-1.7916,0.4639
DATA ENGINEER,MI,260000,0,M,1,Senior ML Engineers,0.6923,-0.8886
DATA ENGINEER,MI,175000,0,M,1,Senior ML Engineers,0.975,-0.4814
DATA SCIENTIST,SE,123900,100,M,0,Entry-Level Analysts,-0.7576,1.4072
RESEARCH SCIENTIST,MI,150000,100,M,2,Cloud & Data Platform,-1.9005,-2.1258
DATA ENGINEER,MI,250000,0,M,1,Senior ML Engineers,0.7256,-0.8407
DATA SCIENTIST,MI,64385,50,M,0,Entry-Level Analysts,-0.5187,1.8581
DATA ANALYST,SE,185900,0,M,1,Senior ML Engineers,2.0493,-1.1094
DATA ANALYST,SE,121700,0,M,1,Senior ML Engineers,2.2628,-0.8018
SOFTWARE DATA ENGINEER,SE,50000,50,M,1,Senior ML Engineers,1.3496,-0.0483
DATA ANALYST,EN,100000,100,L,1,Senior ML Engineers,2.654,0.5792
DATA ENGINEER,EX,310000,100,M,1,Senior ML Engineers,0.6847,-0.4945
DATA ENGINEER,EX,239000,100,M,1,Senior ML Engineers,0.9207,-0.1544
DATA ANALYST,SE,125000,0,M,1,Senior ML Engineers,2.2518,-0.8177
DATA ANALYST,SE,110000,0,M,1,Senior ML Engineers,2.3017,-0.7458
DATA ANALYST,EN,150000,0,M,1,Senior ML Engineers,2.4094,0.0278
DATA ANALYST,EN,100000,0,M,1,Senior ML Engineers,2.5756,0.2673
DATA SCIENTIST,SE,149076,0,M,0,Entry-Level Analysts,-0.9197,0.9747
DATA SCIENTIST,SE,82365,0,M,0,Entry-Level Analysts,-0.6979,1.2943
DATA ANALYST,MI,97218,0,M,1,Senior ML Engineers,2.4244,-0.3628
DATA ANALYST,MI,48609,0,M,1,Senior ML Engineers,2.5861,-0.1299
DATA ANALYST,SE,95000,0,M,1,Senior ML Engineers,2.3516,-0.6739
DATA ANALYST,SE,85500,0,M,1,Senior ML Engineers,2.3832,-0.6284
DATA SCIENTIST,MI,97750,100,M,0,Entry-Level Analysts,-0.5905,1.8542
DATA SCIENTIST,SE,201000,0,M,0,Entry-Level Analysts,-1.0924,0.7259
DATA SCIENTIST,SE,122000,0,M,0,Entry-Level Analysts,-0.8297,1.1044
DATA SCIENTIST,MI,116990,100,M,0,Entry-Level Analysts,-0.6544,1.762
DATA SCIENTIST,MI,82920,100,M,0,Entry-Level Analysts,-0.5411,1.9253
MACHINE LEARNING SCIENTIST,MI,200000,0,S,3,Business Intelligence,-1.9685,0.4153
MACHINE LEARNING SCIENTIST,MI,125000,0,S,3,Business Intelligence,-1.7191,0.7746
MACHINE LEARNING ENGINEER,SE,204500,0,M,3,Business Intelligence,-2.0636,0.072
MACHINE LEARNING ENGINEER,SE,142200,0,M,3,Business Intelligence,-1.8565,0.3705
DATA MANAGER,SE,155000,0,M,3,Business Intelligence,-1.1822,-0.9827
DATA MANAGER,SE,140000,0,M,3,Business Intelligence,-1.1323,-0.9108
MACHINE LEARNING INFRASTRUCTURE ENGINEER,MI,205920,0,M,3,Business Intelligence,-1.9881,0.3869
MACHINE LEARNING INFRASTRUCTURE ENGINEER,MI,171600,0,M,3,Business Intelligence,-1.874,0.5513
DATA ENGINEER,SE,121500,100,M,1,Senior ML Engineers,1.151,-0.2349
DATA ENGINEER,SE,78000,100,M,1,Senior ML Engineers,1.2957,-0.0265
DATA ENGINEER,MI,154000,0,M,1,Senior ML Engineers,1.0448,-0.3808
DATA ENGINEER,MI,116000,0,M,1,Senior ML Engineers,1.1711,-0.1987
DATA SCIENTIST,SE,136000,0,M,0,Entry-Level Analysts,-0.8763,1.0373
DATA ANALYST,MI,78990,100,M,1,Senior ML Engineers,2.5634,0.0364
DATA ANALYST,MI,43809,100,M,1,Senior ML Engineers,2.6804,0.205
DATA ANALYST,SE,180000,0,M,1,Senior ML Engineers,2.0689,-1.0812
DATA ENGINEER,SE,170000,0,M,1,Senior ML Engineers,0.9114,-0.7792
DATA ENGINEER,SE,154000,0,M,1,Senior ML Engineers,0.9646,-0.7025
DATA ENGINEER,SE,116000,0,M,1,Senior ML Engineers,1.0909,-0.5204
DATA ENGINEER,MI,200000,0,M,1,Senior ML Engineers,0.8918,-0.6012
DATA SCIENTIST,SE,160000,100,M,0,Entry-Level Analysts,-0.8777,1.2343
DATA ENGINEER,MI,127599,0,M,1,Senior ML Engineers,1.1326,-0.2543
DATA ENGINEER,MI,103294,0,M,1,Senior ML Engineers,1.2134,-0.1378
DATA ENGINEER,SE,153600,0,M,1,Senior ML Engineers,0.9659,-0.7006
DATA ENGINEER,SE,106800,0,M,1,Senior ML Engineers,1.1215,-0.4764
DATA SCIENTIST,SE,156400,0,M,0,Entry-Level Analysts,-0.9441,0.9396
ANALYTICS ENGINEER,SE,150000,0,M,2,Cloud & Data Platform,-2.0591,-2.7595
ANALYTICS ENGINEER,SE,120000,0,M,2,Cloud & Data Platform,-1.9593,-2.6157
DATA ANALYST,SE,145000,100,M,1,Senior ML Engineers,2.2637,-0.6016
DATA SCIENTIST,SE,260000,0,M,0,Entry-Level Analysts,-1.2886,0.4432
DATA ANALYST,EN,30000,50,M,1,Senior ML Engineers,2.8476,0.7586
RESEARCH SCIENTIST,MI,185000,0,M,2,Cloud & Data Platform,-2.0952,-2.6054
RESEARCH SCIENTIST,MI,125000,0,M,2,Cloud & Data Platform,-1.8957,-2.3179
DATA ANALYST,EN,34320,100,S,1,Senior ML Engineers,2.8724,0.8939
HEAD OF DATA,SE,75116,100,L,3,Business Intelligence,-0.8382,-0.288
DATA SCIENCE MANAGER,EX,106000,0,L,3,Business Intelligence,-0.8588,-0.1044
DATA ANALYST,SE,175000,100,M,1,Senior ML Engineers,2.164,-0.7453
DATA ANALYST,SE,122000,100,M,1,Senior ML Engineers,2.3402,-0.4914
DATA ANALYST,SE,93800,100,M,1,Senior ML Engineers,2.434,-0.3563
DATA SCIENCE MANAGER,SE,150000,100,M,3,Business Intelligence,-1.0872,-0.6468
DATA SCIENCE MANAGER,SE,90000,100,M,3,Business Intelligence,-0.8877,-0.3593
COMPUTER VISION ENGINEER,EN,220000,0,M,3,Business Intelligence,-1.1577,-0.3289
BI DATA ANALYST,SE,71897,100,M,1,Senior ML Engineers,2.5068,-0.2513
AI DEVELOPER,EN,64385,0,M,3,Business Intelligence,-1.357,1.7085
DATA ANALYST,SE,15806,100,S,1,Senior ML Engineers,2.6933,0.0174
MACHINE LEARNING ENGINEER,MI,200000,0,M,3,Business Intelligence,-1.9685,0.4153
MACHINE LEARNING ENGINEER,MI,175000,0,M,3,Business Intelligence,-1.8853,0.535
DATA SCIENTIST,MI,40000,50,L,0,Entry-Level Analysts,-0.4376,1.9749
DATA SCIENCE CONSULTANT,SE,29453,50,M,3,Business Intelligence,-0.7255,-0.2252
DATA SCIENTIST,SE,136000,100,M,0,Entry-Level Analysts,-0.7979,1.3492
DATA SCIENTIST,SE,104000,100,M,0,Entry-Level Analysts,-0.6915,1.5025
DATA ANALYST,SE,152380,0,M,1,Senior ML Engineers,2.1608,-0.9488
DATA ANALYST,SE,121904,0,M,1,Senior ML Engineers,2.2621,-0.8028
DATA ARCHITECT,SE,168400,0,M,3,Business Intelligence,-1.2268,-1.0469
DATA ARCHITECT,SE,105200,0,M,3,Business Intelligence,-1.0166,-0.7441
MACHINE LEARNING ENGINEER,SE,128280,0,M,3,Business Intelligence,-1.8102,0.4371
MACHINE LEARNING ENGINEER,SE,106900,0,M,3,Business Intelligence,-1.7391,0.5396
LEAD DATA SCIENTIST,SE,192000,100,L,0,Entry-Level Analysts,-0.9841,1.0809
DATA ENGINEER,MI,100000,0,M,1,Senior ML Engineers,1.2243,-0.1221
RESEARCH ENGINEER,SE,107309,100,S,2,Cloud & Data Platform,-1.8387,-2.243
RESEARCH ENGINEER,SE,85847,100,S,2,Cloud & Data Platform,-1.7674,-2.1402
MACHINE LEARNING ENGINEER,SE,275000,0,M,3,Business Intelligence,-2.2981,-0.2658
MACHINE LEARNING ENGINEER,SE,174000,0,M,3,Business Intelligence,-1.9622,0.2181
DATA ANALYST,SE,170500,100,M,1,Senior ML Engineers,2.1789,-0.7237
DATA ANALYST,SE,85000,100,M,1,Senior ML Engineers,2.4632,-0.3141
DATA MANAGER,SE,72946,0,M,3,Business Intelligence,-0.9094,-0.5895
DATA MANAGER,SE,54365,0,M,3,Business Intelligence,-0.8476,-0.5005
HEAD OF DATA SCIENCE,EX,160288,0,M,3,Business Intelligence,-1.0393,-0.3645
HEAD OF DATA SCIENCE,EX,127467,0,M,3,Business Intelligence,-0.9302,-0.2073
DATA ENGINEER,SE,80000,0,M,1,Senior ML Engineers,1.2106,-0.348
DATA ENGINEER,SE,65000,0,M,1,Senior ML Engineers,1.2605,-0.2761
DATA ENGINEER,SE,124740,0,M,1,Senior ML Engineers,1.0619,-0.5623
DATA ENGINEER,SE,65488,0,M,1,Senior ML Engineers,1.2589,-0.2784
DATA QUALITY ANALYST,SE,72200,0,M,1,Senior ML Engineers,1.2436,-0.2029
DATA QUALITY ANALYST,SE,64980,0,M,1,Senior ML Engineers,1.2676,-0.1683
DATA ANALYST,SE,179975,100,M,1,Senior ML Engineers,2.1474,-0.7691
DATA ANALYST,SE,86466,100,M,1,Senior ML Engineers,2.4584,-0.3211
DATA ENGINEER,SE,90000,0,M,1,Senior ML Engineers,1.1774,-0.3959
INSIGHT ANALYST,MI,51039,0,M,1,Senior ML Engineers,1.3942,0.2202
INSIGHT ANALYST,MI,42533,0,M,1,Senior ML Engineers,1.4224,0.261
DATA SCIENCE MANAGER,SE,175000,0,M,3,Business Intelligence,-1.2487,-1.0785
DATA SCIENCE MANAGER,SE,120000,0,M,3,Business Intelligence,-1.0658,-0.815
DATA ANALYST,SE,230000,0,M,1,Senior ML Engineers,1.9027,-1.3207
DATA MANAGER,SE,120000,0,M,3,Business Intelligence,-1.0658,-0.815
MACHINE LEARNING INFRASTRUCTURE ENGINEER,SE,205920,0,M,3,Business Intelligence,-2.0684,0.0652
MACHINE LEARNING INFRASTRUCTURE ENGINEER,SE,171600,0,M,3,Business Intelligence,-1.9542,0.2296
DATA ENGINEER,SE,265000,0,M,1,Senior ML Engineers,0.5954,-1.2343
APPLIED MACHINE LEARNING ENGINEER,MI,130000,0,M,3,Business Intelligence,-1.7357,0.7506
DATA SCIENTIST,EN,168000,100,M,0,Entry-Level Analysts,-0.6636,2.1611
AI SCIENTIST,MI,38631,50,L,3,Business Intelligence,-1.3927,1.3443
DATA ENGINEER,SE,167580,0,M,1,Senior ML Engineers,0.9194,-0.7676
DATA ENGINEER,SE,87980,0,M,1,Senior ML Engineers,1.1841,-0.3862
DATA ENGINEER,SE,202000,100,M,1,Senior ML Engineers,0.8833,-0.6206
DATA ENGINEER,SE,135000,100,M,1,Senior ML Engineers,1.1061,-0.2996
DATA ENGINEER,SE,104000,100,M,1,Senior ML Engineers,1.2092,-0.151
DATA ENGINEER,SE,65000,100,M,1,Senior ML Engineers,1.3389,0.0358
RESEARCH ENGINEER,SE,230000,0,M,2,Cloud & Data Platform,-2.3251,-3.1427
RESEARCH ENGINEER,SE,148000,0,M,2,Cloud & Data Platform,-2.0524,-2.7499
MACHINE LEARNING ENGINEER,SE,269000,100,M,3,Business Intelligence,-2.1997,0.0749
MACHINE LEARNING ENGINEER,SE,158000,100,M,3,Business Intelligence,-1.8306,0.6067
ANALYTICS ENGINEER,SE,197000,0,M,2,Cloud & Data Platform,-2.2154,-2.9846
ANALYTICS ENGINEER,SE,106000,0,M,2,Cloud & Data Platform,-1.9128,-2.5486
DEEP LEARNING ENGINEER,MI,150000,100,M,3,Business Intelligence,-1.007,-0.3251
DEEP LEARNING ENGINEER,MI,100000,100,M,3,Business Intelligence,-0.8407,-0.0855
DATA ENGINEER,SE,290000,100,M,1,Senior ML Engineers,0.5907,-1.0422
DATA ENGINEER,SE,210000,100,M,1,Senior ML Engineers,0.8567,-0.6589
DATA ENGINEER,SE,192000,0,M,1,Senior ML Engineers,0.8382,-0.8846
DATA ENGINEER,SE,172800,0,M,1,Senior ML Engineers,0.902,-0.7926
DATA SCIENTIST,SE,300240,0,M,0,Entry-Level Analysts,-1.4224,0.2504
DATA SCIENTIST,SE,200160,0,M,0,Entry-Level Analysts,-1.0896,0.7299
ANALYTICS ENGINEER,SE,175000,0,M,2,Cloud & Data Platform,-2.1422,-2.8792
ANALYTICS ENGINEER,SE,140000,0,M,2,Cloud & Data Platform,-2.0258,-2.7115
DATA MANAGER,SE,169000,0,M,3,Business Intelligence,-1.2288,-1.0497
DATA MANAGER,SE,100000,0,M,3,Business Intelligence,-0.9993,-0.7191
DATA ENGINEER,MI,115447,100,L,1,Senior ML Engineers,1.2514,0.1158
DATA ANALYST,SE,110000,100,S,1,Senior ML Engineers,2.3801,-0.4339
DATA ANALYST,SE,80000,100,S,1,Senior ML Engineers,2.4799,-0.2901
DATA ANALYST,EN,55000,0,M,1,Senior ML Engineers,2.7253,0.4829
DATA ANALYST,EN,48000,0,M,1,Senior ML Engineers,2.7486,0.5164
DATA ANALYST,SE,85000,0,M,1,Senior ML Engineers,2.3848,-0.626
DATA ENGINEER,SE,137500,100,M,1,Senior ML Engineers,1.0978,-0.3115
DATA ENGINEER,SE,81500,100,M,1,Senior ML Engineers,1.284,-0.0432
MACHINE LEARNING ENGINEER,SE,184700,0,M,3,Business Intelligence,-1.9978,0.1668
AI SCIENTIST,MI,30000,0,S,3,Business Intelligence,-1.4032,1.2297
MACHINE LEARNING ENGINEER,SE,186000,100,M,3,Business Intelligence,-1.9237,0.4725
MACHINE LEARNING ENGINEER,SE,153088,100,M,3,Business Intelligence,-1.8143,0.6302
DATA INFRASTRUCTURE ENGINEER,MI,190000,100,M,3,Business Intelligence,-1.14,-0.5167
DATA INFRASTRUCTURE ENGINEER,MI,160000,100,M,3,Business Intelligence,-1.0402,-0.373
MACHINE LEARNING ENGINEER,SE,200000,100,M,3,Business Intelligence,-1.9703,0.4054
DATA INFRASTRUCTURE ENGINEER,MI,190000,0,M,3,Business Intelligence,-1.2184,-0.8286
DATA INFRASTRUCTURE ENGINEER,MI,183310,0,M,3,Business Intelligence,-1.1961,-0.7966
MACHINE LEARNING ENGINEER,SE,240000,100,M,3,Business Intelligence,-2.1033,0.2138
MACHINE LEARNING ENGINEER,SE,180000,100,M,3,Business Intelligence,-1.9038,0.5013
DATA ENGINEER,SE,144000,100,M,1,Senior ML Engineers,1.0762,-0.3427
DATA ENGINEER,SE,66000,100,M,1,Senior ML Engineers,1.3356,0.031
MACHINE LEARNING ENGINEER,MI,148500,0,M,3,Business Intelligence,-1.7972,0.662
MACHINE LEARNING ENGINEER,MI,126277,0,M,3,Business Intelligence,-1.7233,0.7685
DATA ARCHITECT,SE,228000,0,M,3,Business Intelligence,-1.425,-1.3324
DATA ARCHITECT,SE,120000,0,M,3,Business Intelligence,-1.0658,-0.815
MACHINE LEARNING SOFTWARE ENGINEER,SE,180000,0,M,3,Business Intelligence,-1.9822,0.1894
MACHINE LEARNING SOFTWARE ENGINEER,SE,90000,0,M,3,Business Intelligence,-1.6829,0.6205
DATA SCIENTIST,SE,126500,0,M,0,Entry-Level Analysts,-0.8447,1.0828
DATA SCIENTIST,SE,78000,0,M,0,Entry-Level Analysts,-0.6834,1.3152
DATA ENGINEER,SE,180000,0,M,1,Senior ML Engineers,0.8781,-0.8271
MACHINE LEARNING SOFTWARE ENGINEER,SE,272000,0,M,3,Business Intelligence,-2.2881,-0.2514
MACHINE LEARNING SOFTWARE ENGINEER,SE,170000,0,M,3,Business Intelligence,-1.9489,0.2373
DATA ANALYST,MI,80000,0,M,1,Senior ML Engineers,2.4817,-0.2803
DATA ANALYST,MI,60000,0,M,1,Senior ML Engineers,2.5482,-0.1845
DATA ENGINEER,SE,259000,100,M,1,Senior ML Engineers,0.6938,-0.8937
DATA ENGINEER,SE,146000,100,M,1,Senior ML Engineers,1.0696,-0.3523
DATA SCIENTIST,SE,139500,0,M,0,Entry-Level Analysts,-0.8879,1.0206
DATA ENGINEER,MI,140000,100,M,1,Senior ML Engineers,1.1697,-0.0018
DATA ENGINEER,MI,120000,100,M,1,Senior ML Engineers,1.2362,0.094
DATA ANALYST,MI,109371,0,M,1,Senior ML Engineers,2.384,-0.421
DATA ANALYST,MI,72914,0,M,1,Senior ML Engineers,2.5053,-0.2464
DATA ANALYST,EN,17779,100,L,1,Senior ML Engineers,2.9274,0.9731
DATA SCIENTIST,EN,19522,100,L,0,Entry-Level Analysts,-0.1699,2.8725
DATA SCIENCE LEAD,SE,247500,0,M,3,Business Intelligence,-1.4898,-1.4258
DATA SCIENCE LEAD,SE,172200,0,M,3,Business Intelligence,-1.2394,-1.0651
MACHINE LEARNING INFRASTRUCTURE ENGINEER,SE,107309,100,M,3,Business Intelligence,-1.6621,0.8495
MACHINE LEARNING INFRASTRUCTURE ENGINEER,SE,75116,100,M,3,Business Intelligence,-1.555,1.0038
MACHINE LEARNING ENGINEER,SE,288000,100,M,3,Business Intelligence,-2.2629,-0.0162
MACHINE LEARNING ENGINEER,SE,140000,100,M,3,Business Intelligence,-1.7708,0.6929
DATA SCIENCE LEAD,MI,72914,0,M,3,Business Intelligence,-0.829,-0.2676
DATA SCIENCE LEAD,MI,60761,0,M,3,Business Intelligence,-0.7886,-0.2094
DATA SCIENTIST,SE,215050,100,M,0,Entry-Level Analysts,-1.0607,0.9705
DATA SCIENTIST,SE,156400,100,M,0,Entry-Level Analysts,-0.8657,1.2515
DATA ARCHITECT,SE,198000,100,M,3,Business Intelligence,-1.2468,-0.8768
DATA ARCHITECT,SE,114000,100,M,3,Business Intelligence,-0.9675,-0.4743
DATA SCIENTIST,SE,209300,100,M,0,Entry-Level Analysts,-1.0416,0.9981
DATA SCIENTIST,SE,182200,100,M,0,Entry-Level Analysts,-0.9515,1.1279
DATA SCIENTIST,EN,85000,0,M,0,Entry-Level Analysts,-0.466,2.2469
MACHINE LEARNING ENGINEER,MI,48609,100,M,3,Business Intelligence,-1.3866,1.4525
RESEARCH ENGINEER,EN,120000,100,M,2,Cloud & Data Platform,-1.6403,-1.3386
RESEARCH ENGINEER,EN,60000,100,M,2,Cloud & Data Platform,-1.4407,-1.0512
MACHINE LEARNING ENGINEER,SE,147100,0,M,3,Business Intelligence,-1.8728,0.347
MACHINE LEARNING ENGINEER,SE,90700,0,M,3,Business Intelligence,-1.6852,0.6172
DATA ANALYST,SE,227000,0,M,1,Senior ML Engineers,1.9127,-1.3063
DATA ANALYST,SE,108000,0,M,1,Senior ML Engineers,2.3084,-0.7362
DATA ARCHITECT,SE,160000,100,M,3,Business Intelligence,-1.1204,-0.6947
DATA ANALYST,SE,55800,100,M,1,Senior ML Engineers,2.5603,-0.1742
DATA ANALYST,SE,51508,100,M,1,Senior ML Engineers,2.5746,-0.1536
DATA ANALYST,EN,60000,100,L,1,Senior ML Engineers,2.787,0.7709
DATA ANALYST,EN,50000,50,L,1,Senior ML Engineers,2.7811,0.6628
DATA ENGINEER,SE,226700,0,M,1,Senior ML Engineers,0.7228,-1.0508
DATA ENGINEER,SE,133300,0,M,1,Senior ML Engineers,1.0334,-0.6033
BIG DATA ARCHITECT,SE,151902,100,L,3,Business Intelligence,0.0973,-0.91
DATA ANALYST,SE,52500,0,M,1,Senior ML Engineers,2.4929,-0.4703
DATA ENGINEER,SE,250000,100,M,1,Senior ML Engineers,0.7237,-0.8505
DATA ENGINEER,SE,162500,100,M,1,Senior ML Engineers,1.0147,-0.4313
DATA ANALYST,MI,165000,0,M,1,Senior ML Engineers,2.199,-0.6876
DATA ANALYST,MI,124000,0,M,1,Senior ML Engineers,2.3354,-0.4911
DATA ENGINEER,SE,63000,100,M,1,Senior ML Engineers,1.3456,0.0454
RESEARCH SCIENTIST,SE,253750,0,M,2,Cloud & Data Platform,-2.4041,-3.2565
RESEARCH SCIENTIST,SE,169200,0,M,2,Cloud & Data Platform,-2.1229,-2.8514
DATA SCIENTIST,MI,170000,0,M,0,Entry-Level Analysts,-0.9091,1.1962
DATA SCIENTIST,MI,120000,0,M,0,Entry-Level Analysts,-0.7428,1.4357
DATA ENGINEER,SE,213580,100,M,1,Senior ML Engineers,0.8448,-0.676
DATA ENGINEER,SE,163625,100,M,1,Senior ML Engineers,1.0109,-0.4367
DATA ENGINEER,EN,12000,0,L,1,Senior ML Engineers,1.6774,0.943
DATA ENGINEER,SE,101943,100,M,1,Senior ML Engineers,1.2161,-0.1412
PRODUCT DATA ANALYST,MI,16414,100,L,1,Senior ML Engineers,2.7715,0.3362
MACHINE LEARNING ENGINEER,SE,220000,0,M,3,Business Intelligence,-2.1152,-0.0023
DATA ENGINEER,EX,210000,0,M,1,Senior ML Engineers,0.9388,-0.3273
DATA SCIENCE MANAGER,SE,231250,100,M,3,Business Intelligence,-1.3574,-1.0361
DATA SCIENCE MANAGER,SE,138750,100,M,3,Business Intelligence,-1.0498,-0.5929
MACHINE LEARNING ENGINEER,SE,284310,0,M,3,Business Intelligence,-2.329,-0.3104
MACHINE LEARNING ENGINEER,SE,153090,0,M,3,Business Intelligence,-1.8927,0.3183
DATA ANALYST,MI,125000,0,M,1,Senior ML Engineers,2.3321,-0.4959
DATA ANALYST,MI,105000,0,M,1,Senior ML Engineers,2.3986,-0.4001
DATA ANALYST,MI,109371,0,M,1,Senior ML Engineers,2.384,-0.421
DATA ANALYST,MI,85066,0,M,1,Senior ML Engineers,2.4649,-0.3046
DATA ANALYST,EN,100000,50,M,1,Senior ML Engineers,2.6148,0.4233
DATA SCIENCE LEAD,SE,225900,0,M,3,Business Intelligence,-1.418,-1.3223
DATA SCIENCE LEAD,SE,156400,0,M,3,Business Intelligence,-1.1869,-0.9894
DATA ANALYST,SE,60000,0,M,1,Senior ML Engineers,2.468,-0.5062
DATA ANALYST,MI,95000,100,M,1,Senior ML Engineers,2.5102,-0.0403
DATA SCIENTIST,SE,135000,100,M,0,Entry-Level Analysts,-0.7946,1.354
DATA ANALYST,SE,93919,100,M,1,Senior ML Engineers,2.4336,-0.3568
DATA ANALYST,SE,51962,100,M,1,Senior ML Engineers,2.5731,-0.1558
DATA ENGINEER,SE,241871,0,M,1,Senior ML Engineers,0.6724,-1.1235
DATA ENGINEER,SE,133832,0,M,1,Senior ML Engineers,1.0316,-0.6059
DATA SCIENTIST,SE,90000,100,M,0,Entry-Level Analysts,-0.6449,1.5696
DATA ANALYST,SE,192500,100,M,1,Senior ML Engineers,2.1058,-0.8291
MACHINE LEARNING ENGINEER,MI,36000,100,S,3,Business Intelligence,-1.3447,1.5129
DATA SCIENTIST,SE,235000,100,M,0,Entry-Level Analysts,-1.1271,0.8749
MACHINE LEARNING ENGINEER,MI,121523,0,M,3,Business Intelligence,-1.7075,0.7912
MACHINE LEARNING ENGINEER,MI,97218,0,M,3,Business Intelligence,-1.6267,0.9077
DATA SCIENTIST,SE,216100,0,M,0,Entry-Level Analysts,-1.1426,0.6536
DATA SCIENTIST,SE,140800,0,M,0,Entry-Level Analysts,-0.8922,1.0143
MACHINE LEARNING ENGINEER,MI,145828,0,M,3,Business Intelligence,-1.7883,0.6748
COMPUTER VISION SOFTWARE ENGINEER,SE,53654,100,L,3,Business Intelligence,-0.7668,-0.1852
DATA SCIENTIST,EN,110000,50,S,0,Entry-Level Analysts,-0.5099,2.283
DATA ENGINEER,MI,66837,100,M,1,Senior ML Engineers,1.413,0.3487
DATA ENGINEER,MI,63192,100,M,1,Senior ML Engineers,1.4251,0.3662
DATA ANALYST,MI,60761,0,M,1,Senior ML Engineers,2.5457,-0.1882
DATA ENGINEER,EX,284000,100,M,1,Senior ML Engineers,0.7711,-0.37
DATA ENGINEER,EX,236000,100,M,1,Senior ML Engineers,0.9307,-0.14
RESEARCH SCIENTIST,SE,248100,0,M,2,Cloud & Data Platform,-2.3853,-3.2295
RESEARCH SCIENTIST,SE,145900,0,M,2,Cloud & Data Platform,-2.0454,-2.7398
RESEARCH ENGINEER,SE,155850,0,M,2,Cloud & Data Platform,-2.0785,-2.7875
RESEARCH ENGINEER,SE,102544,0,M,2,Cloud & Data Platform,-1.9013,-2.5321
DATA SCIENTIST,MI,151410,100,M,0,Entry-Level Analysts,-0.7689,1.5971
DATA SCIENTIST,MI,115360,100,M,0,Entry-Level Analysts,-0.649,1.7699
DATA ENGINEER,MI,66531,100,M,1,Senior ML Engineers,1.414,0.3502
DATA ENGINEER,MI,59020,100,M,1,Senior ML Engineers,1.439,0.3862
DIRECTOR OF DATA SCIENCE,SE,125686,50,M,3,Business Intelligence,-1.0455,-0.6863
AZURE DATA ENGINEER,SE,100000,50,L,4,Research & NLP,1.0452,-1.4818
DATA SCIENTIST,EN,12767,50,L,0,Entry-Level Analysts,-0.1866,2.7489
DATA SCIENTIST,SE,185000,0,M,0,Entry-Level Analysts,-1.0392,0.8026
DATA SCIENTIST,SE,120250,0,M,0,Entry-Level Analysts,-0.8239,1.1128
DATA ENGINEER,EN,26827,100,L,1,Senior ML Engineers,1.7065,1.1839
DATA SCIENTIST,EN,180000,100,M,0,Entry-Level Analysts,-0.7035,2.1036
RESEARCH SCIENTIST,MI,85000,0,M,2,Cloud & Data Platform,-1.7627,-2.1263
RESEARCH SCIENTIST,MI,70000,0,M,2,Cloud & Data Platform,-1.7128,-2.0544
BI DEVELOPER,SE,135000,100,M,3,Business Intelligence,0.1535,-0.829
BI DEVELOPER,SE,100000,100,M,3,Business Intelligence,0.2699,-0.6613
DATA ANALYTICS MANAGER,EX,155000,0,M,2,Cloud & Data Platform,-1.9153,-2.14
DATA ANALYTICS MANAGER,EX,140000,0,M,2,Cloud & Data Platform,-1.8654,-2.0681
DATA SCIENTIST,SE,225000,100,M,0,Entry-Level Analysts,-1.0938,0.9228
ML ENGINEER,SE,220000,0,M,0,Entry-Level Analysts,-1.1556,0.6349
ML ENGINEER,SE,150000,0,M,0,Entry-Level Analysts,-0.9228,0.9703
DATA ANALYTICS MANAGER,SE,204500,0,M,2,Cloud & Data Platform,-2.2403,-3.0206
DATA ANALYTICS MANAGER,SE,138900,0,M,2,Cloud & Data Platform,-2.0222,-2.7063
DATA ENGINEER,SE,107000,100,M,1,Senior ML Engineers,1.1992,-0.1654
RESEARCH SCIENTIST,MI,23000,100,L,2,Cloud & Data Platform,-1.4782,-1.5174
MACHINE LEARNING ENGINEER,MI,110000,100,L,3,Business Intelligence,-1.5908,1.1584
DATA ENGINEER,SE,265000,100,M,1,Senior ML Engineers,0.6738,-0.9224
DATA ENGINEER,SE,182750,100,M,1,Senior ML Engineers,0.9473,-0.5283
DATA ENGINEER,SE,137500,0,M,1,Senior ML Engineers,1.0194,-0.6235
HEAD OF DATA SCIENCE,EX,314100,0,M,3,Business Intelligence,-1.5508,-1.1014
HEAD OF DATA SCIENCE,EX,195800,0,M,3,Business Intelligence,-1.1574,-0.5347
APPLIED SCIENTIST,SE,205000,0,M,3,Business Intelligence,-1.3485,-1.2222
APPLIED SCIENTIST,SE,180000,0,M,3,Business Intelligence,-1.2653,-1.1024
